name,artist,album,final_user,final_year,user_confidence,year_confidence,overall_confidence,source
Let Somebody Go - Spotify Singles,Coldplay,Spotify Singles,beta,2025,1.0,1.0,1.0,labeled
Flume - Spotify Singles,FINNEAS,Spotify Singles,beta,2025,1.0,1.0,1.0,labeled
Symphony,Imagine Dragons,Mercury - Acts 1 & 2,beta,2025,1.0,1.0,1.0,labeled
You Will Be Found (with Summer Walker) - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Sam Smith,You Will Be Found (with Summer Walker) [From The “Dear Evan Hansen” Original Motion Picture Soundtrack],beta,2025,1.0,1.0,1.0,labeled
bad guy (with Justin Bieber),Billie Eilish,bad guy (with Justin Bieber),beta,2025,1.0,1.0,1.0,labeled
Shy Away,Twenty One Pilots,Scaled And Icy,beta,2025,1.0,1.0,1.0,labeled
#1,Imagine Dragons,Mercury - Acts 1 & 2,beta,2025,1.0,1.0,1.0,labeled
"Lieder ohne Worte, Op. 19: No. 6 Andante sostenuto ""Venetianisches Gondellied"" (Arr. Ottensamer for Clarinet and Strings)",Felix Mendelssohn,Blue Hour: Mendelssohn Edition,beta,2025,1.0,1.0,1.0,labeled
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,Mercury - Acts 1 & 2,beta,2025,1.0,1.0,1.0,labeled
abc (nicer),GAYLE,abc (nicer),beta,2025,1.0,1.0,1.0,labeled
Good Day,Twenty One Pilots,Scaled And Icy,beta,2025,1.0,1.0,1.0,labeled
Thinking out Loud,Ed Sheeran,x (Wembley Edition),beta,2025,1.0,1.0,1.0,labeled
Chandelier,Sia,1000 Forms Of Fear (Deluxe Version),beta,2025,1.0,1.0,1.0,labeled
Waves,Imagine Dragons,Mercury - Acts 1 & 2,beta,2025,1.0,1.0,1.0,labeled
Borealis,Sofiane Pamart,BOREALIS,beta,2025,1.0,1.0,1.0,labeled
SOS,James Arthur,It'll All Make Sense In The End,beta,2025,1.0,1.0,1.0,labeled
Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,Icarus Falls,beta,2025,1.0,1.0,1.0,labeled
Saved My Life,Sia,Music (Songs From And Inspired By The Motion Picture),beta,2025,1.0,1.0,1.0,labeled
Tristezas De Um Violão - 2003 Remaster,Garoto,"Garoto, O Genio Das Cordas",beta,2025,1.0,1.0,1.0,labeled
Cutthroat,Imagine Dragons,Mercury - Acts 1 & 2,beta,2025,1.0,1.0,1.0,labeled
Last Day,Two Friends,Last Day,beta,2025,1.0,1.0,1.0,labeled
Why Am I the One,fun.,Some Nights,beta,2025,1.0,1.0,1.0,labeled
Anyone,Justin Bieber,Justice,beta,2025,1.0,1.0,1.0,labeled
"Variations on a Polish Theme, Op. 10: No. 5 Andantino",Karol Szymanowski,"Szymanowski: Piano Works, Vol. 2",beta,2025,1.0,1.0,1.0,labeled
Sharks,Imagine Dragons,Sharks,beta,2025,1.0,1.0,1.0,labeled
What A Time (feat. Niall Horan),Julia Michaels,Inner Monologue Part 1,beta,2025,1.0,1.0,1.0,labeled
Sweet but Psycho,Ava Max,Heaven & Hell,beta,2025,1.0,1.0,1.0,labeled
Blur,Imagine Dragons,Mercury - Acts 1 & 2,beta,2025,1.0,1.0,1.0,labeled
"Piano Concerto No. 2 in F Major, Op. 102: II. Andante",Dmitri Shostakovich,Shostakovich: Piano Concerto No. 2 / Symphony for Strings,beta,2025,1.0,1.0,1.0,labeled
Sirens,Imagine Dragons,Mercury - Acts 1 & 2,beta,2025,1.0,1.0,1.0,labeled
Follow You,Imagine Dragons,Mercury - Acts 1 & 2,beta,2025,1.0,1.0,1.0,labeled
wish you well,Wrabel,these words are all for you,beta,2025,1.0,1.0,1.0,labeled
Peace Of Mind,Imagine Dragons,Mercury - Acts 1 & 2,beta,2025,1.0,1.0,1.0,labeled
Wonder,Shawn Mendes,Wonder,beta,2025,1.0,1.0,1.0,labeled
Can I Get It,Adele,30,beta,2025,1.0,1.0,1.0,labeled
Lonely,Imagine Dragons,Mercury - Acts 1 & 2,beta,2025,1.0,1.0,1.0,labeled
Daphnis et Chloe: Part III: Lever du jour,Maurice Ravel,Ravel: Daphnis and Chloe,beta,2025,1.0,1.0,1.0,labeled
traitor,Olivia Rodrigo,SOUR,beta,2025,1.0,1.0,1.0,labeled
Giants,Imagine Dragons,Mercury - Acts 1 & 2,beta,2025,1.0,1.0,1.0,labeled
Levitating (feat. DaBaby),Dua Lipa,Future Nostalgia,beta,2025,1.0,1.0,1.0,labeled
And I Love her,Brad Mehldau,Mon chien Stupide (Bande originale du film),beta,2025,1.0,1.0,1.0,labeled
Take It Easy,Imagine Dragons,Mercury - Acts 1 & 2,beta,2025,1.0,1.0,1.0,labeled
"Slavonic Dance for Four Hands in E Minor, Op. 72/2: Dumka (Allegretto grazioso)",Khatia Buniatishvili,Motherland,beta,2025,1.0,1.0,1.0,labeled
Saturday,Twenty One Pilots,Scaled And Icy,beta,2025,1.0,1.0,1.0,labeled
Lie Lie Lie,Joshua Bassett,Lie Lie Lie,beta,2025,1.0,1.0,1.0,labeled
Passepied nouveau,Enrico Pieranunzi,Monsieur Claude (A Travel with Claude Debussy),beta,2025,1.0,1.0,1.0,labeled
Nocturne No. 10 In E Minor,Benjamin Frith,"FIELD: Piano Music, Vol. 2",beta,2025,1.0,1.0,1.0,labeled
By the Sun,Kimberose,Out,beta,2025,1.0,1.0,1.0,labeled
First Times,Ed Sheeran,=,beta,2025,1.0,1.0,1.0,labeled
