name,artist,album,final_user,final_year,user_confidence,year_confidence,overall_confidence,source
"In Nomine a 6, Z. 746",Henry Purcell,Purcell: Complete Music for Strings,beta,2023,1.0,1.0,1.0,labeled
"Études d'exécution transcendante, S.139 : IV. Mazeppa, en ré mineur",Franz Liszt,Liszt : 12 Etudes D'Exécution Transcendante,beta,2023,1.0,1.0,1.0,labeled
"Suite en La Mineur, TWV 55:A2: II. Les Plaisirs",Georg Philipp Telemann,Telemann : Concertos & suite pour flûte et cordes,beta,2023,1.0,1.0,1.0,labeled
"Ravel: Sonatine, M. 40: I. Modéré",Maurice Ravel,Ravel: Complete Works for Solo Piano,beta,2023,1.0,1.0,1.0,labeled
"String Sextet No. 1 in B-Flat Major, Op. 18: Andante ma moderato",Johannes Brahms,Brahms (The Best Of),beta,2023,1.0,1.0,1.0,labeled
Lux aeterna: Lux aeterna,Susanne Van Els,Ligeti: Lux aeterna / Heppener: Im Gestein,beta,2023,1.0,1.0,1.0,labeled
Ish and the Ice,Joachim Horsley,2307: Winter's Dream (Original Soundtrack Recording),beta,2023,1.0,1.0,1.0,labeled
"Hor che'l ciel e la terra, SV 147: Or che'l ciel e la terra",Claudio Monteverdi,"Monteverdi: Madrigals, Book 8",beta,2023,1.0,1.0,1.0,labeled
French African Queen,Gregory Porter,Take Me To The Alley,beta,2023,1.0,1.0,1.0,labeled
Opening Day,Anouar Brahem,Blue Maqams,beta,2023,1.0,1.0,1.0,labeled
"Pièces de clavecin: Pièces de clavessin avec une méthode pour la méchanique des doigts: No. 2, Courante",Jean-Philippe Rameau,Rameau: Pièces de Clavecin (Seul et En concerts),beta,2023,1.0,1.0,1.0,labeled
Peace Piece,Bill Evans,Everybody Digs Bill Evans,beta,2023,1.0,1.0,1.0,labeled
The Happiest Days Of Our Lives - 2011 Remastered Version,Pink Floyd,The Wall (Remastered),beta,2023,1.0,1.0,1.0,labeled
Happy Face,Ibrahim Maalouf,S3NS,beta,2023,1.0,1.0,1.0,labeled
Radio Magallanes,Ibrahim Maalouf,S3NS,beta,2023,1.0,1.0,1.0,labeled
"Roméo et Juliet, Op. 17 / Part 4: Scherzo: La reine Mab ou la fée des songes",Hector Berlioz,Berlioz: Roméo & Juliette,beta,2023,1.0,1.0,1.0,labeled
"Le Roman de Fauvel : ""Se cuers"" / ""Rex beatus"" / ""Ave""",Anonymous,Le Roman de Fauvel (Apex),beta,2023,1.0,1.0,1.0,labeled
Take Me To The Alley,Gregory Porter,Take Me To The Alley,beta,2023,1.0,1.0,1.0,labeled
You're My Thrill,Joni Mitchell,Both Sides Now,beta,2023,1.0,1.0,1.0,labeled
S3NS,Ibrahim Maalouf,S3NS,beta,2023,1.0,1.0,1.0,labeled
"Ricercar a 6 - Musikales Opfer, BWV 1079",Johann Sebastian Bach,"Bach: Musikales Opfer, BWV 1079",beta,2023,1.0,1.0,1.0,labeled
My Funny Valentine - Alt. Take,Bill Evans,Undercurrent,beta,2023,1.0,1.0,1.0,labeled
Missa Prolationum: Agnus Dei,The Hilliard Ensemble,"Hilliard Live, Vol. 2 - For Ockeghem",beta,2023,1.0,1.0,1.0,labeled
Calling You - Bagdad Cafe/Soundtrack Version,Various Artists,Bagdad Cafe,beta,2023,1.0,1.0,1.0,labeled
Nomad,Dave Brubeck,Jazz Impressions Of Eurasia,beta,2023,1.0,1.0,1.0,labeled
Fan The Flames,Gregory Porter,Take Me To The Alley,beta,2023,1.0,1.0,1.0,labeled
Hey Eugene!,Pink Martini,Hey Eugene!,beta,2023,1.0,1.0,1.0,labeled
Calcutta Blues,Dave Brubeck,Jazz Impressions Of Eurasia,beta,2023,1.0,1.0,1.0,labeled
"Beethoven: String Quartet No. 6 in B-Flat Major, Op. 18 No. 6: I. Allegro con brio",Ludwig van Beethoven,Beethoven Complete String Quartets + Op.74,beta,2023,1.0,1.0,1.0,labeled
Harlem,Ibrahim Maalouf,S3NS,beta,2023,1.0,1.0,1.0,labeled
"Variations on an Original Theme, Op. 36 ""Enigma"": 9. Nimrod. Adagio (Arr. Parkin for Cello Ensemble)",Sheku Kanneh-Mason,Elgar,beta,2023,1.0,1.0,1.0,labeled
Romain,Bill Evans,Undercurrent,beta,2023,1.0,1.0,1.0,labeled
"Pièces de clavecin: Pièces de clavessin avec une méthode pour la méchanique des doigts: No. 10, Rondeau ""La villageoise""",Jean-Philippe Rameau,Rameau: Pièces de Clavecin (Seul et En concerts),beta,2023,1.0,1.0,1.0,labeled
Le ruban dénoué: II. Les soirs d’Albi,Ludmila Berlinskaya,Belle Époque,beta,2023,1.0,1.0,1.0,labeled
I Hear A Rhapsody,Bill Evans,Undercurrent,beta,2023,1.0,1.0,1.0,labeled
"Ravel: Prelude in A Minor, M. 65",Maurice Ravel,Ravel: Complete Works for Solo Piano,beta,2023,1.0,1.0,1.0,labeled
Je ne veux pas mourir ce soir,Vincent Delerm,À présent,beta,2023,1.0,1.0,1.0,labeled
Skating In Central Park,Bill Evans,Undercurrent,beta,2023,1.0,1.0,1.0,labeled
Brandenburg Gate,Dave Brubeck,Jazz Impressions Of Eurasia,beta,2023,1.0,1.0,1.0,labeled
Alleluia Nativitas,The Hilliard Ensemble,Perotin,beta,2023,1.0,1.0,1.0,labeled
