name,artist,album,final_user,final_year,user_confidence,year_confidence,overall_confidence,source
"Embraceable You (From ""Girl Crazy"")",Jane Monheit,Taking A Chance On Love,beta,2022,1.0,1.0,1.0,labeled
Palace - Cover,Cam,Palace (Cover) / Diane,beta,2022,1.0,1.0,1.0,labeled
Hold My Girl,George Ezra,Staying at Tamara's,beta,2022,1.0,1.0,1.0,labeled
LA Rain - Demo,Max Jury,Notes from California,beta,2022,1.0,1.0,1.0,labeled
Making All Things New,Aaron Espe,Making All Things New,beta,2022,1.0,1.0,1.0,labeled
What About Us - Acoustic Version,Maverick,What About US,beta,2022,1.0,1.0,1.0,labeled
Le ruban dénoué: I. Décrets indolents du hasard,Ludmila Berlinskaya,Belle Époque,beta,2022,1.0,1.0,1.0,labeled
Bookstore Girl,Charlie Burg,"Two, Moonlight",beta,2022,1.0,1.0,1.0,labeled
Lose My Cool,Amber Mark,3:33am,beta,2022,1.0,1.0,1.0,labeled
Mad About You,Hooverphonic,The Magnificent Tree,beta,2022,1.0,1.0,1.0,labeled
"Tonight (From ""West Side Story"")",Lang Lang,New York Rhapsody,beta,2022,1.0,1.0,1.0,labeled
New York Morning,Lang Lang,New York Rhapsody,beta,2022,1.0,1.0,1.0,labeled
Starry Starry Night,Clint Mansell,Loving Vincent (Original Motion Picture Soundtrack),beta,2022,1.0,1.0,1.0,labeled
Fil rouge - Intro,Anita Farmine,Seasons,beta,2022,1.0,1.0,1.0,labeled
Bird,Billie Marten,Writing of Blues and Yellows (Deluxe Version),beta,2022,1.0,1.0,1.0,labeled
Safar Karde,Anita Farmine,Seasons,beta,2022,1.0,1.0,1.0,labeled
Heavy,Birdtalker,Heavy,beta,2022,1.0,1.0,1.0,labeled
"Chopin: Piano Concerto No. 1 in E Minor, Op. 11: II. Romance. Larghetto",Frédéric Chopin,Chopin: Piano Concertos Nos. 1 & 2,beta,2022,1.0,1.0,1.0,labeled
"6 Moments musicaux, Op. 16: 4. Presto",Sergei Rachmaninoff,Rachmaninoff: Sonate No.2 Op.36; Moments musicaux,beta,2022,1.0,1.0,1.0,labeled
New York Minute,Lang Lang,New York Rhapsody,beta,2022,1.0,1.0,1.0,labeled
TTCL,Eloise,TTCL,beta,2022,1.0,1.0,1.0,labeled
The Rains,Henry Jamison,The Wilds,beta,2022,1.0,1.0,1.0,labeled
Le ruban dénoué: V. Le demi-sommeil embaumé,Ludmila Berlinskaya,Belle Époque,beta,2022,1.0,1.0,1.0,labeled
Glad To Be Happy,Jim Tomlinson,Only Trust Your Heart,beta,2022,1.0,1.0,1.0,labeled
Somewhere (Dirty Blvd.),Lang Lang,New York Rhapsody,beta,2022,1.0,1.0,1.0,labeled
better days,JAIE,December,beta,2022,1.0,1.0,1.0,labeled
Lost On You (Soft Version),Maverick,Lost On You,beta,2022,1.0,1.0,1.0,labeled
Bossa Nova Do Marilla,Ahmad Jamal,Super Best,beta,2022,1.0,1.0,1.0,labeled
Head In The Clouds,Mocky,Key Change,beta,2022,1.0,1.0,1.0,labeled
Somewhere (Dirty Blvd.) - Bonus Track [Extended Version],Lang Lang,New York Rhapsody,beta,2022,1.0,1.0,1.0,labeled
